year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,9,7,1804,1805,-1,1951,2033,-42,UA,1416,N73299,EWR,DEN,207,1605,18,5,2013-09-07T22:00:00Z
2013,8,1,2123,2100,23,40,22,18,DL,2363,N192DN,JFK,LAX,324,2475,21,0,2013-08-02T01:00:00Z
2013,1,29,1126,1133,-7,1305,1309,-4,EV,4335,N13124,EWR,RDU,70,416,11,33,2013-01-29T16:00:00Z
2013,1,10,2034,2035,-1,112,126,-14,UA,1071,N73283,EWR,BQN,189,1585,20,35,2013-01-11T01:00:00Z
2013,5,18,1242,1245,-3,1348,1354,-6,B6,658,N193JB,JFK,SYR,47,209,12,45,2013-05-18T16:00:00Z
2013,7,28,1251,1245,6,1520,1535,-15,AA,745,N3CXAA,LGA,DFW,189,1389,12,45,2013-07-28T16:00:00Z
2013,6,3,1059,1052,7,1426,1406,20,B6,1471,N635JB,LGA,FLL,165,1076,10,52,2013-06-03T14:00:00Z
2013,5,13,1700,1700,0,1949,2011,-22,DL,706,N342NB,JFK,AUS,195,1521,17,0,2013-05-13T21:00:00Z
2013,9,26,1856,1900,-4,2103,2122,-19,DL,1715,N301NB,LGA,MSY,144,1183,19,0,2013-09-26T23:00:00Z
2013,8,4,1933,1930,3,2318,2304,14,UA,1532,N78509,EWR,SFO,376,2565,19,30,2013-08-04T23:00:00Z
2013,9,19,1157,1150,7,1358,1415,-17,WN,1090,N237WN,LGA,DEN,222,1620,11,50,2013-09-19T15:00:00Z
2013,3,28,1546,1545,1,1900,1910,-10,AA,133,N332AA,JFK,LAX,337,2475,15,45,2013-03-28T19:00:00Z
2013,1,24,1706,1710,-4,2048,2036,12,UA,1178,N18112,EWR,SFO,380,2565,17,10,2013-01-24T22:00:00Z
2013,4,15,552,600,-8,835,850,-15,AA,707,N3CBAA,LGA,DFW,203,1389,6,0,2013-04-15T10:00:00Z
2013,9,12,1152,1129,23,1534,1429,65,AA,1139,N4UCAA,LGA,DFW,186,1389,11,29,2013-09-12T15:00:00Z
2013,9,9,540,545,-5,817,855,-38,AA,2243,N5CDAA,JFK,MIA,136,1089,5,45,2013-09-09T09:00:00Z
2013,7,30,1631,1635,-4,1918,1938,-20,B6,89,N547JB,JFK,SAN,318,2446,16,35,2013-07-30T20:00:00Z
2013,3,27,1751,1645,66,2009,1917,52,EV,4705,N14125,EWR,ATL,109,746,16,45,2013-03-27T20:00:00Z
2013,7,3,1220,1200,20,1328,1318,10,EV,3838,N12567,EWR,ROC,43,246,12,0,2013-07-03T16:00:00Z
2013,7,1,1707,1448,139,1943,1742,121,UA,1281,N76516,LGA,IAH,195,1416,14,48,2013-07-01T18:00:00Z
2013,1,22,1859,1805,54,2036,1935,61,WN,389,N455WN,LGA,MDW,118,725,18,5,2013-01-22T23:00:00Z
2013,8,8,2113,1700,253,2346,1938,248,DL,1499,N365NW,LGA,ATL,102,762,17,0,2013-08-08T21:00:00Z
2013,6,18,NA,1700,NA,NA,1845,NA,MQ,3216,N689MQ,JFK,ORF,NA,290,17,0,2013-06-18T21:00:00Z
2013,4,9,NA,1616,NA,NA,1850,NA,EV,3819,N16571,EWR,ATL,NA,746,16,16,2013-04-09T20:00:00Z
2013,10,15,1757,1738,19,2035,2005,30,FL,626,N338AT,LGA,ATL,111,762,17,38,2013-10-15T21:00:00Z
2013,7,5,1152,1155,-3,1438,1455,-17,AA,2147,N3ATAA,EWR,MIA,149,1085,11,55,2013-07-05T15:00:00Z
2013,8,3,1509,1441,28,1821,1752,29,DL,1779,N357NW,LGA,FLL,153,1076,14,41,2013-08-03T18:00:00Z
2013,5,31,1613,1559,14,1827,1814,13,MQ,3985,N690MQ,JFK,CVG,96,589,15,59,2013-05-31T19:00:00Z
2013,8,20,1247,1250,-3,1359,1404,-5,EV,4109,N14905,EWR,BNA,113,748,12,50,2013-08-20T16:00:00Z
2013,10,28,1623,1615,8,1908,1915,-7,AA,65,N3DVAA,JFK,DFW,198,1391,16,15,2013-10-28T20:00:00Z
2013,10,14,1553,1550,3,1827,1855,-28,UA,491,N498UA,EWR,FLL,134,1065,15,50,2013-10-14T19:00:00Z
2013,11,27,907,915,-8,1231,1235,-4,DL,874,N359NB,LGA,MIA,180,1096,9,15,2013-11-27T14:00:00Z
2013,4,19,NA,2110,NA,NA,2242,NA,EV,5212,N753EV,LGA,RIC,NA,292,21,10,2013-04-20T01:00:00Z
2013,9,9,1255,1300,-5,1525,1521,4,EV,5148,N134EV,EWR,ATL,108,746,13,0,2013-09-09T17:00:00Z
2013,11,17,553,600,-7,851,905,-14,AA,1175,N3FRAA,LGA,MIA,150,1096,6,0,2013-11-17T11:00:00Z
2013,1,29,624,615,9,840,820,20,US,1791,N724UW,JFK,CLT,87,541,6,15,2013-01-29T11:00:00Z
2013,12,28,2016,1940,36,2307,2243,24,B6,1271,N559JB,LGA,FLL,152,1076,19,40,2013-12-29T00:00:00Z
2013,10,17,739,745,-6,1005,1009,-4,DL,807,N358NB,EWR,ATL,115,746,7,45,2013-10-17T11:00:00Z
2013,7,5,1709,1710,-1,1952,2015,-23,AA,181,N338AA,JFK,LAX,319,2475,17,10,2013-07-05T21:00:00Z
2013,11,15,1625,1630,-5,1740,1800,-20,B6,2302,N329JB,JFK,BUF,57,301,16,30,2013-11-15T21:00:00Z
2013,6,16,1307,1305,2,1422,1425,-3,WN,165,N554WN,EWR,BNA,108,748,13,5,2013-06-16T17:00:00Z
2013,2,5,1606,1600,6,1912,1915,-3,AA,565,N3GRAA,JFK,DFW,210,1391,16,0,2013-02-05T21:00:00Z
2013,11,18,1527,1114,253,1753,1347,246,UA,264,N466UA,LGA,DEN,232,1620,11,14,2013-11-18T16:00:00Z
2013,3,16,1158,1200,-2,1326,1335,-9,WN,3955,N912WN,LGA,MDW,132,725,12,0,2013-03-16T16:00:00Z
2013,5,11,1634,1611,23,2004,1918,46,UA,1601,N53441,EWR,FLL,176,1065,16,11,2013-05-11T20:00:00Z
2013,7,4,1659,1705,-6,1813,1855,-42,AA,345,N4XXAA,LGA,ORD,108,733,17,5,2013-07-04T21:00:00Z
2013,5,1,924,925,-1,1203,1240,-37,VX,407,N642VA,JFK,LAX,318,2475,9,25,2013-05-01T13:00:00Z
2013,3,24,2306,1940,206,153,2245,188,B6,381,N566JB,LGA,FLL,150,1076,19,40,2013-03-24T23:00:00Z
2013,7,5,1058,1100,-2,1226,1210,16,MQ,3230,N526MQ,JFK,DCA,51,213,11,0,2013-07-05T15:00:00Z
2013,2,13,1804,1745,19,2101,2055,6,AA,785,N3DFAA,LGA,DFW,209,1389,17,45,2013-02-13T22:00:00Z
2013,7,18,1029,1029,0,1155,1209,-14,EV,4711,N17984,EWR,STL,125,872,10,29,2013-07-18T14:00:00Z
2013,8,28,1411,1415,-4,1617,1550,27,AA,2223,N476AA,LGA,STL,122,888,14,15,2013-08-28T18:00:00Z
2013,5,13,1010,1015,-5,1219,1212,7,US,1427,N709UW,JFK,CLT,89,541,10,15,2013-05-13T14:00:00Z
2013,8,31,2303,2255,8,17,19,-2,B6,2002,N183JB,JFK,BUF,52,301,22,55,2013-09-01T02:00:00Z
2013,6,24,1837,1815,22,2145,2117,28,UA,1248,N36247,EWR,MIA,158,1085,18,15,2013-06-24T22:00:00Z
2013,5,6,1301,1310,-9,1500,1510,-10,MQ,4564,N725MQ,LGA,DTW,75,502,13,10,2013-05-06T17:00:00Z
2013,9,27,1508,1507,1,1724,1738,-14,EV,4377,N29917,EWR,JAX,110,820,15,7,2013-09-27T19:00:00Z
2013,9,8,640,645,-5,932,938,-6,B6,525,N509JB,JFK,TPA,132,1005,6,45,2013-09-08T10:00:00Z
2013,5,23,NA,1800,NA,NA,1913,NA,US,2138,NA,LGA,BOS,NA,184,18,0,2013-05-23T22:00:00Z
2013,2,12,1820,1825,-5,1937,1935,2,US,1860,N715UW,LGA,PHL,52,96,18,25,2013-02-12T23:00:00Z
2013,7,9,853,900,-7,1132,1206,-34,B6,5,N760JB,EWR,FLL,135,1065,9,0,2013-07-09T13:00:00Z
2013,10,4,1652,1700,-8,1757,1815,-18,US,2156,N947UW,LGA,BOS,44,184,17,0,2013-10-04T21:00:00Z
2013,9,6,1211,1215,-4,1456,1509,-13,DL,1685,N309US,LGA,MCO,132,950,12,15,2013-09-06T16:00:00Z
2013,1,15,935,759,96,1234,1021,133,EV,4530,N16149,EWR,OMA,210,1134,7,59,2013-01-15T12:00:00Z
2013,5,29,1931,1930,1,2131,2130,1,EV,4543,N34111,EWR,DSM,143,1017,19,30,2013-05-29T23:00:00Z
2013,12,17,1056,1100,-4,1416,1411,5,DL,499,N948DL,JFK,FLL,168,1069,11,0,2013-12-17T16:00:00Z
2013,10,17,1628,1630,-2,1948,2010,-22,VX,27,N361VA,JFK,SFO,346,2586,16,30,2013-10-17T20:00:00Z
2013,12,21,1303,1245,18,1610,1603,7,DL,2450,N968DL,LGA,FLL,150,1076,12,45,2013-12-21T17:00:00Z
2013,12,13,1302,1300,2,1534,1528,6,DL,652,N989AT,EWR,ATL,112,746,13,0,2013-12-13T18:00:00Z
2013,6,15,706,700,6,1003,957,6,DL,763,N624AG,JFK,LAX,324,2475,7,0,2013-06-15T11:00:00Z
2013,1,16,NA,1815,NA,NA,1958,NA,9E,4019,NA,JFK,RIC,NA,288,18,15,2013-01-16T23:00:00Z
2013,8,11,1451,1455,-4,1834,1905,-31,AA,1635,N5FSAA,JFK,SJU,199,1598,14,55,2013-08-11T18:00:00Z
2013,10,9,1150,1200,-10,1427,1515,-48,UA,766,N546UA,JFK,SFO,318,2586,12,0,2013-10-09T16:00:00Z
2013,4,23,801,731,30,1142,1110,32,B6,643,N821JB,JFK,SFO,366,2586,7,31,2013-04-23T11:00:00Z
2013,9,16,1656,1700,-4,1832,1817,15,US,2189,N710UW,LGA,DCA,46,214,17,0,2013-09-16T21:00:00Z
2013,12,19,1456,1459,-3,1638,1644,-6,9E,2944,N8907A,JFK,ROC,59,264,14,59,2013-12-19T19:00:00Z
2013,8,25,1648,1515,93,1853,1739,74,EV,4377,N13913,EWR,JAX,107,820,15,15,2013-08-25T19:00:00Z
2013,8,4,825,825,0,1100,1105,-5,AA,719,N3KFAA,LGA,DFW,185,1389,8,25,2013-08-04T12:00:00Z
2013,9,16,851,900,-9,958,1019,-21,US,2140,N955UW,LGA,BOS,40,184,9,0,2013-09-16T13:00:00Z
2013,8,8,1300,1300,0,1543,1540,3,AA,1841,N4XXAA,EWR,DFW,194,1372,13,0,2013-08-08T17:00:00Z
2013,8,19,2119,2059,20,17,2358,19,B6,523,N715JB,JFK,LAX,310,2475,20,59,2013-08-20T00:00:00Z
2013,10,25,1316,1310,6,1528,1526,2,EV,5283,N741EV,LGA,CVG,91,585,13,10,2013-10-25T17:00:00Z
2013,4,18,2149,2150,-1,31,43,-12,B6,325,N649JB,JFK,TPA,132,1005,21,50,2013-04-19T01:00:00Z
2013,12,23,1525,1455,30,1733,1650,43,MQ,3391,N857MQ,LGA,CMH,89,479,14,55,2013-12-23T19:00:00Z
2013,3,20,1242,1245,-3,1345,1350,-5,AA,1850,N3DXAA,JFK,BOS,42,187,12,45,2013-03-20T16:00:00Z
2013,3,10,1735,1715,20,2010,2037,-27,DL,503,N3773D,JFK,SAN,309,2446,17,15,2013-03-10T21:00:00Z
2013,10,22,1245,1249,-4,1347,1352,-5,B6,1318,N231JB,JFK,BOS,36,187,12,49,2013-10-22T16:00:00Z
2013,1,9,1102,1100,2,1427,1420,7,DL,1275,N3769L,JFK,SLC,294,1990,11,0,2013-01-09T16:00:00Z
2013,7,12,712,715,-3,858,935,-37,UA,699,N839UA,EWR,PHX,260,2133,7,15,2013-07-12T11:00:00Z
2013,5,22,641,645,-4,843,853,-10,B6,117,N197JB,JFK,MSY,158,1182,6,45,2013-05-22T10:00:00Z
2013,7,23,1925,1830,55,2238,2145,53,AA,119,N3GUAA,EWR,LAX,326,2454,18,30,2013-07-23T22:00:00Z
2013,6,8,1330,1336,-6,1534,1541,-7,EV,4395,N10575,EWR,IND,97,645,13,36,2013-06-08T17:00:00Z
2013,1,12,1039,1045,-6,1341,1358,-17,DL,1875,N975DL,LGA,TPA,139,1010,10,45,2013-01-12T15:00:00Z
2013,10,15,2304,2255,9,2,2358,4,B6,718,N806JB,JFK,BOS,40,187,22,55,2013-10-16T02:00:00Z
2013,8,25,700,700,0,957,1004,-7,DL,763,N191DN,JFK,LAX,314,2475,7,0,2013-08-25T11:00:00Z
2013,12,8,2301,2157,64,31,2305,86,UA,234,N835UA,EWR,BOS,34,200,21,57,2013-12-09T02:00:00Z
2013,6,3,1420,1340,40,1628,1555,33,WN,2261,N255WN,EWR,PHX,285,2133,13,40,2013-06-03T17:00:00Z
2013,10,2,835,845,-10,1015,1053,-38,US,2071,N712US,LGA,CLT,79,544,8,45,2013-10-02T12:00:00Z
2013,1,13,1020,1015,5,1321,1327,-6,UA,680,N540UA,LGA,IAH,224,1416,10,15,2013-01-13T15:00:00Z
2013,10,15,1828,1805,23,2054,2028,26,UA,1139,N36472,EWR,DEN,233,1605,18,5,2013-10-15T22:00:00Z
2013,2,24,1905,1910,-5,2211,2215,-4,AA,2075,N557AA,EWR,DFW,212,1372,19,10,2013-02-25T00:00:00Z
2013,5,15,1946,1945,1,2121,2125,-4,AA,361,N493AA,LGA,ORD,118,733,19,45,2013-05-15T23:00:00Z
2013,1,21,1545,1540,5,1726,1743,-17,9E,3523,N901XJ,JFK,ORD,131,740,15,40,2013-01-21T20:00:00Z
2013,3,13,819,816,3,1133,1146,-13,UA,1290,N37290,EWR,SFO,349,2565,8,16,2013-03-13T12:00:00Z
2013,9,15,1055,1105,-10,1319,1353,-34,DL,695,N900DE,JFK,MCO,120,944,11,5,2013-09-15T15:00:00Z
2013,10,17,2030,2018,12,2231,2202,29,EV,5956,N14570,LGA,CLE,77,419,20,18,2013-10-18T00:00:00Z
2013,3,14,637,642,-5,857,850,7,EV,4626,N10156,EWR,MSP,167,1008,6,42,2013-03-14T10:00:00Z
2013,5,12,1811,1815,-4,1928,1955,-27,MQ,3730,N9EAMQ,EWR,ORD,109,719,18,15,2013-05-12T22:00:00Z
2013,3,9,1643,1650,-7,1831,1852,-21,9E,3691,N8908D,EWR,DTW,84,488,16,50,2013-03-09T21:00:00Z
2013,10,21,1619,1620,-1,1912,1935,-23,AA,172,N3CLAA,EWR,MIA,150,1085,16,20,2013-10-21T20:00:00Z
2013,3,27,1939,1940,-1,2218,2231,-13,9E,3340,N906XJ,JFK,JAX,121,828,19,40,2013-03-27T23:00:00Z
2013,6,2,NA,1759,NA,NA,2049,NA,B6,391,N554JB,LGA,MCO,NA,950,17,59,2013-06-02T21:00:00Z
2013,8,23,800,802,-2,906,916,-10,UA,1199,N14704,EWR,BOS,36,200,8,2,2013-08-23T12:00:00Z
2013,8,1,1730,1725,5,2051,2045,6,AA,221,N5FRAA,JFK,MIA,160,1089,17,25,2013-08-01T21:00:00Z
2013,10,29,1529,1530,-1,1859,1853,6,DL,417,N195DN,JFK,LAX,353,2475,15,30,2013-10-29T19:00:00Z
2013,1,14,630,630,0,829,810,19,B6,905,N317JB,JFK,ORD,138,740,6,30,2013-01-14T11:00:00Z
2013,1,14,2353,2359,-6,429,444,-15,B6,739,N775JB,JFK,PSE,193,1617,23,59,2013-01-15T04:00:00Z
2013,5,27,1742,1729,13,2110,2055,15,VX,193,N624VA,EWR,SFO,359,2565,17,29,2013-05-27T21:00:00Z
2013,1,21,702,705,-3,1019,1018,1,UA,298,N593UA,EWR,LAX,337,2454,7,5,2013-01-21T12:00:00Z
2013,9,5,950,959,-9,1118,1144,-26,AA,1030,N4XVAA,LGA,STL,118,888,9,59,2013-09-05T13:00:00Z
2013,2,12,957,1000,-3,1235,1254,-19,UA,1623,N26208,EWR,MCO,139,937,10,0,2013-02-12T15:00:00Z
2013,2,21,1335,1330,5,1654,1629,25,B6,431,N507JB,LGA,SRQ,158,1047,13,30,2013-02-21T18:00:00Z
2013,12,18,1057,1100,-3,1343,1337,6,DL,1647,N658DL,LGA,ATL,107,762,11,0,2013-12-18T16:00:00Z
2013,11,29,1727,1729,-2,2029,2109,-40,UA,418,N852UA,EWR,SFO,335,2565,17,29,2013-11-29T22:00:00Z
2013,8,19,1327,1330,-3,1523,1545,-22,WN,4103,N735SA,EWR,PHX,276,2133,13,30,2013-08-19T17:00:00Z
2013,7,5,1949,2000,-11,2237,2315,-38,AA,1709,N3CNAA,LGA,MIA,147,1096,20,0,2013-07-06T00:00:00Z
2013,10,5,726,735,-9,1015,1035,-20,AA,2279,N3HEAA,LGA,MIA,141,1096,7,35,2013-10-05T11:00:00Z
2013,7,27,1917,1859,18,2201,2139,22,DL,2454,N3742C,JFK,DEN,237,1626,18,59,2013-07-27T22:00:00Z
2013,1,14,1256,1300,-4,1354,1406,-12,9E,3638,N8416B,JFK,PHL,26,94,13,0,2013-01-14T18:00:00Z
2013,12,5,2100,2029,31,38,2344,54,UA,314,N512UA,JFK,LAX,366,2475,20,29,2013-12-06T01:00:00Z
2013,11,7,639,639,0,806,807,-1,EV,5791,N11109,EWR,PIT,62,319,6,39,2013-11-07T11:00:00Z
2013,11,26,1559,1440,79,1755,1559,116,EV,5713,N836AS,LGA,IAD,50,229,14,40,2013-11-26T19:00:00Z
2013,10,10,833,840,-7,953,1000,-7,EV,4252,N13914,EWR,MKE,101,725,8,40,2013-10-10T12:00:00Z
2013,10,10,1950,1910,40,2237,2210,27,AA,1193,N3JHAA,LGA,DFW,191,1389,19,10,2013-10-10T23:00:00Z
2013,8,29,800,809,-9,955,1018,-23,EV,4407,N11137,EWR,OMA,150,1134,8,9,2013-08-29T12:00:00Z
2013,4,28,2118,2100,18,20,32,-12,DL,2363,N709TW,JFK,LAX,323,2475,21,0,2013-04-29T01:00:00Z
2013,8,10,1826,1830,-4,2014,2025,-11,EV,5048,N740EV,LGA,RDU,72,431,18,30,2013-08-10T22:00:00Z
2013,11,25,559,600,-1,834,834,0,EV,4137,N18102,EWR,ATL,121,746,6,0,2013-11-25T11:00:00Z
2013,6,22,1958,2000,-2,2259,2315,-16,AA,1709,N3FWAA,LGA,MIA,147,1096,20,0,2013-06-23T00:00:00Z
2013,8,22,541,545,-4,916,921,-5,B6,939,N648JB,JFK,BQN,193,1576,5,45,2013-08-22T09:00:00Z
2013,5,25,1741,1659,42,1957,1929,28,EV,4361,N11155,EWR,ATL,107,746,16,59,2013-05-25T20:00:00Z
2013,5,28,832,800,32,1147,1127,20,UA,397,N554UA,JFK,SFO,362,2586,8,0,2013-05-28T12:00:00Z
2013,4,11,NA,720,NA,NA,944,NA,EV,4137,N11137,EWR,ATL,NA,746,7,20,2013-04-11T11:00:00Z
2013,5,17,1106,1110,-4,1250,1251,-1,EV,5273,N750EV,LGA,PIT,63,335,11,10,2013-05-17T15:00:00Z
2013,5,11,1721,1700,21,2051,2011,40,DL,706,N358NB,JFK,AUS,233,1521,17,0,2013-05-11T21:00:00Z
2013,9,13,1820,1825,-5,2010,2037,-27,DL,2044,N334NW,JFK,DTW,78,509,18,25,2013-09-13T22:00:00Z
2013,7,6,1912,1905,7,2048,2102,-14,9E,3433,N919XJ,JFK,PIT,61,340,19,5,2013-07-06T23:00:00Z
2013,7,11,NA,1636,NA,NA,1828,NA,EV,4411,N11535,EWR,MEM,NA,946,16,36,2013-07-11T20:00:00Z
2013,10,29,553,600,-7,835,846,-11,B6,583,N645JB,JFK,MCO,131,944,6,0,2013-10-29T10:00:00Z
2013,8,4,1924,1930,-6,2030,2049,-19,EV,5714,N877AS,JFK,IAD,44,228,19,30,2013-08-04T23:00:00Z
2013,5,27,956,959,-3,1056,1110,-14,EV,5711,N830AS,JFK,IAD,42,228,9,59,2013-05-27T13:00:00Z
2013,6,11,1520,1512,8,1747,1754,-7,UA,649,N579UA,EWR,MCO,125,937,15,12,2013-06-11T19:00:00Z
2013,11,11,1519,1520,-1,1716,1726,-10,EV,4532,N13202,EWR,CHS,93,628,15,20,2013-11-11T20:00:00Z
2013,7,28,757,759,-2,1014,1026,-12,DL,2047,N658DL,LGA,ATL,108,762,7,59,2013-07-28T11:00:00Z
2013,1,31,NA,2005,NA,NA,2204,NA,EV,4133,N14993,EWR,GSP,NA,594,20,5,2013-02-01T01:00:00Z
2013,2,11,1628,1510,78,1900,1801,59,UA,315,N511UA,EWR,MCO,136,937,15,10,2013-02-11T20:00:00Z
2013,5,29,1628,1530,58,1738,1635,63,EV,4133,N14188,EWR,PVD,36,160,15,30,2013-05-29T19:00:00Z
2013,3,21,1851,1825,26,2142,2143,-1,UA,1621,N16701,EWR,SNA,330,2434,18,25,2013-03-21T22:00:00Z
2013,4,4,1550,1545,5,1857,1909,-12,UA,132,N19117,JFK,LAX,335,2475,15,45,2013-04-04T19:00:00Z
2013,12,31,1736,1545,111,1945,1754,111,EV,4667,N17108,EWR,MSP,169,1008,15,45,2013-12-31T20:00:00Z
2013,3,1,630,634,-4,931,951,-20,UA,1276,N38727,EWR,AUS,222,1504,6,34,2013-03-01T11:00:00Z
2013,8,5,1444,1411,33,1705,1702,3,B6,1883,N775JB,JFK,MCO,123,944,14,11,2013-08-05T18:00:00Z
2013,6,4,1844,1825,19,2151,2130,21,UA,1587,N37437,EWR,RSW,149,1068,18,25,2013-06-04T22:00:00Z
2013,6,4,944,925,19,1138,1134,4,EV,4087,N13955,EWR,IND,99,645,9,25,2013-06-04T13:00:00Z
2013,1,2,1530,1530,0,1859,1910,-11,AA,85,N344AA,JFK,SFO,354,2586,15,30,2013-01-02T20:00:00Z
2013,6,18,1038,1040,-2,1253,1309,-16,UA,766,N470UA,EWR,LAS,293,2227,10,40,2013-06-18T14:00:00Z
2013,11,30,1304,1200,64,1508,1423,45,EV,5333,N751EV,LGA,CHS,90,641,12,0,2013-11-30T17:00:00Z
2013,3,29,2246,2251,-5,2349,2357,-8,B6,22,N568JB,JFK,SYR,39,209,22,51,2013-03-30T02:00:00Z
2013,12,11,700,700,0,817,809,8,US,2169,N762US,LGA,DCA,46,214,7,0,2013-12-11T12:00:00Z
2013,9,17,2055,2100,-5,2234,2245,-11,MQ,3384,N519MQ,LGA,CLT,78,544,21,0,2013-09-18T01:00:00Z
2013,2,24,825,825,0,1019,1036,-17,EV,5364,N135EV,EWR,MSP,146,1008,8,25,2013-02-24T13:00:00Z
2013,6,24,1312,1200,72,1507,1317,110,DL,1006,N624AG,JFK,BOS,37,187,12,0,2013-06-24T16:00:00Z
2013,9,17,624,630,-6,726,742,-16,UA,1199,N13750,EWR,BOS,37,200,6,30,2013-09-17T10:00:00Z
2013,12,28,902,905,-3,1213,1221,-8,DL,1109,N974DL,LGA,TPA,149,1010,9,5,2013-12-28T14:00:00Z
2013,9,13,727,728,-1,933,957,-24,UA,1682,N37298,EWR,DEN,224,1605,7,28,2013-09-13T11:00:00Z
2013,8,1,808,815,-7,944,955,-11,EV,4872,N723EV,LGA,RIC,60,292,8,15,2013-08-01T12:00:00Z
2013,4,25,1823,1829,-6,2053,2040,13,9E,4059,N8588D,LGA,DAY,87,549,18,29,2013-04-25T22:00:00Z
2013,12,14,NA,1930,NA,NA,2049,NA,EV,5769,N820AS,LGA,IAD,NA,229,19,30,2013-12-15T00:00:00Z
2013,4,22,1755,1731,24,2033,2012,21,B6,179,N517JB,JFK,PHX,309,2153,17,31,2013-04-22T21:00:00Z
2013,11,8,1250,1220,30,1438,1355,43,MQ,3361,N832MQ,JFK,RDU,79,427,12,20,2013-11-08T17:00:00Z
2013,8,7,1246,1249,-3,1513,1541,-28,UA,697,N458UA,LGA,IAH,178,1416,12,49,2013-08-07T16:00:00Z
2013,2,16,1952,1935,17,2311,2334,-23,DL,2162,N379DA,JFK,PHX,289,2153,19,35,2013-02-17T00:00:00Z
2013,7,2,2119,2050,29,2218,2216,2,UA,994,N803UA,EWR,BOS,34,200,20,50,2013-07-03T00:00:00Z
2013,4,2,744,745,-1,1026,1039,-13,UA,1592,N73299,EWR,MCO,141,937,7,45,2013-04-02T11:00:00Z
2013,7,31,1159,1200,-1,1256,1317,-21,DL,1006,N363NB,JFK,BOS,34,187,12,0,2013-07-31T16:00:00Z
2013,6,19,1910,1900,10,2202,2226,-24,DL,2007,N3752,JFK,PDX,319,2454,19,0,2013-06-19T23:00:00Z
2013,2,1,1506,1506,0,1826,1819,7,UA,54,N13113,EWR,LAX,353,2454,15,6,2013-02-01T20:00:00Z
2013,3,31,1723,1645,38,1919,1858,21,9E,3881,N8855A,EWR,CVG,94,569,16,45,2013-03-31T20:00:00Z
2013,7,16,2129,2005,84,2306,2149,77,B6,105,N591JB,JFK,ORD,108,740,20,5,2013-07-17T00:00:00Z
2013,12,1,758,800,-2,923,936,-13,UA,685,N414UA,LGA,ORD,112,733,8,0,2013-12-01T13:00:00Z
2013,4,24,942,942,0,1226,1223,3,B6,197,N523JB,JFK,LAS,312,2248,9,42,2013-04-24T13:00:00Z
2013,9,12,2109,1730,219,1,2017,224,B6,327,N665JB,EWR,MCO,122,937,17,30,2013-09-12T21:00:00Z
2013,11,18,911,915,-4,1229,1235,-6,DL,874,N334NB,LGA,MIA,157,1096,9,15,2013-11-18T14:00:00Z
2013,8,14,1436,1420,16,1655,1649,6,UA,325,N845UA,EWR,LAS,297,2227,14,20,2013-08-14T18:00:00Z
2013,3,8,8,2145,143,240,34,126,B6,35,N630JB,JFK,PBI,126,1028,21,45,2013-03-09T02:00:00Z
2013,11,23,1011,1015,-4,1407,1342,25,US,604,N677AW,EWR,PHX,331,2133,10,15,2013-11-23T15:00:00Z
2013,5,2,2110,2100,10,2211,2215,-4,US,2191,N701UW,LGA,DCA,41,214,21,0,2013-05-03T01:00:00Z
2013,7,31,1704,1710,-6,1840,1905,-25,B6,1185,N266JB,JFK,RDU,70,427,17,10,2013-07-31T21:00:00Z
2013,2,14,1944,1940,4,2330,2245,45,B6,381,N705JB,LGA,FLL,176,1076,19,40,2013-02-15T00:00:00Z
2013,7,24,836,840,-4,1108,1100,8,MQ,3419,N522MQ,LGA,ATL,109,762,8,40,2013-07-24T12:00:00Z
2013,11,3,1152,1200,-8,1249,1309,-20,US,2146,N946UW,LGA,BOS,34,184,12,0,2013-11-03T17:00:00Z
2013,2,12,1349,930,259,1519,1103,256,9E,3661,N823AY,JFK,ROC,65,264,9,30,2013-02-12T14:00:00Z
2013,7,7,1858,1900,-2,2111,2016,55,US,2187,N957UW,LGA,DCA,66,214,19,0,2013-07-07T23:00:00Z
2013,12,19,1149,1145,4,1319,1315,4,WN,172,N480WN,LGA,MDW,117,725,11,45,2013-12-19T16:00:00Z
2013,9,29,940,935,5,1203,1230,-27,B6,223,N554JB,JFK,LAX,306,2475,9,35,2013-09-29T13:00:00Z
2013,9,15,1903,1908,-5,2022,2039,-17,EV,4195,N13161,EWR,BNA,104,748,19,8,2013-09-15T23:00:00Z
2013,6,20,1450,1459,-9,1637,1648,-11,EV,5814,N12172,EWR,CLT,78,529,14,59,2013-06-20T18:00:00Z
2013,2,9,NA,905,NA,NA,1226,NA,DL,2379,N326NB,LGA,FLL,NA,1076,9,5,2013-02-09T14:00:00Z
2013,7,1,1104,1019,45,1234,1140,54,UA,328,N441UA,EWR,BOS,46,200,10,19,2013-07-01T14:00:00Z
2013,10,23,1058,1105,-7,1245,1245,0,EV,5309,N744EV,LGA,BGR,49,378,11,5,2013-10-23T15:00:00Z
2013,6,24,1351,1345,6,1522,1506,16,B6,308,N351JB,JFK,PWM,46,273,13,45,2013-06-24T17:00:00Z
2013,2,9,NA,1030,NA,NA,1340,NA,AA,19,NA,JFK,LAX,NA,2475,10,30,2013-02-09T15:00:00Z
